collection_no,source_database,collection.authorizer,occurrence.genus_name,original.genus_reso,occurrence.reference_no,collection.reference_no,pubyr,collection_name,country,Continent,latlng_basis,paleolatdec,Lat Bin,paleolngdec,period,epoch,subepoch,stage,10_my_bin,FR2_bin,max_interval,min_interval,interval_base,interval_top,interval_midpoint,interpolated_base,interpolated_top,interpolated_mid,ma_max,ma_min,ma_mid,formation,lithology1
48847,ETE,M. Carrano,Tyrannosaurus,,54064,54064,1909,Big Dry East Quarry,United States,North America,based on nearby landmark,54.75,N2,-78.71,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Hell Creek,sandstone
49005,ETE,M. Carrano,Tyrannosaurus,,9259,9259,1905,"Sheba Mountain, Sieber Ranch (AMNH)",United States,North America,based on nearby landmark,54.94,N2,-77.86,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Lance,sandstone
54105,ETE,M. Carrano,Tyrannosaurus,,14627,14627,2004,"Eastend ""Scotty"" site, RSM loc. 72F07-0022",Canada,North America,based on nearby landmark,56.55,N2,-81.12,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Late/Upper Maastrichtian,,70.6,66.043,68.3215,68.05,65.5,66.775,70.6,66.043,68.3215,Frenchman,sandstone
157188,,M. Carrano,Tyrannosaurus,,51520,17477,1991,Crowsnest Pass,Canada,North America,unpublished field data,57.63,N2,-87.12,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Late/Upper Maastrichtian,,70.6,66.043,68.3215,68.05,65.5,66.775,70.6,66.043,68.3215,Willow Creek,sandstone
11917,ETE,M. Carrano,Tyrannosaurus,cf.,4218,4205,1970,Knudsen's Coulee (NMC 9950),Canada,North America,stated in text,59.79,N2,-83.96,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Scollard,sandstone
11918,PaleoDB,M. Carrano,Tyrannosaurus,,4205,4205,1970,East of Huxley (NMC 9554),Canada,North America,stated in text,59.85,N2,-84.18,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Scollard,sandstone
27025,PaleoDB,M. Carrano,Utahraptor,,14740,30651,1984,"Dalton Wells Quarry, BYU Loc. 7510",United States,North America,estimated from map,38.26,N2,-59.93,Cretaceous,Early/Lower Cretaceous,,Barremian,Cretaceous 2,Barremian,Barremian,,130,125.45,127.725,,,0,130,125.45,127.725,Cedar Mountain,mudstone
27017,PaleoDB,M. Carrano,Utahraptor,,7471,7471,1993,Robert Gaston Quarry (CEU 91-1),United States,North America,estimated from map,38.34,N2,-59.78,Cretaceous,Early/Lower Cretaceous,,Barremian,Cretaceous 2,Barremian,Barremian,,130,125.45,127.725,,,0,130,125.45,127.725,Cedar Mountain,mudstone
22657,ETE,A. Behrensmeyer,Velociraptor,,5721,5721,1988,"RTMP BB 91a, Irishman's Coulee",Canada,North America,stated in text,58.05,N2,-76.1,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,74.9,70.6,72.75,82.1,81.9,82,Dinosaur Park,sandstone
97954,ETE,M. Carrano,Yurgovuchia,,41601,32617,2007,Doelling's Bowl Bonebed (USGS),United States,North America,estimated from map,38.25,N2,-59.83,Cretaceous,Early/Lower Cretaceous,,Barremian,Cretaceous 2,Barremian,Barremian,,130,125.45,127.725,,,0,130,125.45,127.725,Cedar Mountain,chert
22697,ETE,A. Behrensmeyer,Zapsalis,cf.,48570,16643,1986,"Steveville Railway Grade, RTMP BB 102",Canada,North America,stated in text,58.15,N2,-76.16,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,,,0,79.7,79.5,79.6,Dinosaur Park,sandstone
22697,ETE,A. Behrensmeyer,Zapsalis,,48570,16643,1986,"Steveville Railway Grade, RTMP BB 102",Canada,North America,stated in text,58.15,N2,-76.16,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,,,0,79.7,79.5,79.6,Dinosaur Park,sandstone
22697,ETE,A. Behrensmeyer,Zapsalis,,48570,16643,1986,"Steveville Railway Grade, RTMP BB 102",Canada,North America,stated in text,58.15,N2,-76.16,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,,,0,79.7,79.5,79.6,Dinosaur Park,sandstone
14585,Fossilworks,J. Alroy,Zapsalis,,48570,1239,1964,Lull 2 Quarry (UCMP V-5620),United States,North America,estimated from map,49.6,N2,-79.51,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Late/Upper Maastrichtian,,70.6,66.043,68.3215,68.05,65.5,66.775,70.6,66.043,68.3215,Lance,sandstone
14629,Fossilworks,J. Alroy,Zapsalis,cf.,48570,2255,1995,Three Buttes 7 (Reworked),United States,North America,unpublished field data,54.24,N2,-79.18,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Lancian,,70.6,66.043,68.3215,68.05,65.5,66.775,70.6,66.043,68.3215,Hell Creek,
91376,ETE,M. Carrano,Albertosaurus,,30751,30751,1995,"locality 5, Cabullona Basin",Mexico,South America,estimated from map,37.51,N2,-79.87,Cretaceous,Late/Upper Cretaceous,,,,,Late/Upper Cretaceous,,99.7,66.043,82.8715,,,0,99.7,66.043,82.8715,Corral de Enmedio,not reported
91377,ETE,M. Carrano,Albertosaurus,,30751,30751,1995,"locality 2, Cabullona Basin",Mexico,South America,estimated from map,37.51,N2,-79.87,Cretaceous,Late/Upper Cretaceous,,,,,Late/Upper Cretaceous,,99.7,66.043,82.8715,,,0,99.7,66.043,82.8715,Corral de Enmedio,not reported
46163,PaleoDB,M. Carrano,Albertosaurus,,30640,12323,1933,Mustenas–Magallanes Peak,Mexico,South America,based on nearby landmark,39,N2,-84.31,Cretaceous,Late/Upper Cretaceous,,,,,Late/Upper Campanian,Maastrichtian,84.9,66.043,75.4715,74.9,,37.45,84.9,66.043,75.4715,Corral de Enmedio,"""shale"""
54079,ETE,M. Carrano,Labocania,,14601,14601,1974,"LACM Loc. 7257, El Rosario",Mexico,South America,based on nearby landmark,35.74,N2,-85.75,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Campanian,,84.9,70.6,77.75,,,0,84.9,70.6,77.75,La Bocana Roja,mudstone
155214,,P. Mannion,Tyrannosaurus,,50612,50612,2014,"Cabullona Basin, unknown locality",Mexico,South America,estimated from map,38.81,N2,-87.79,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Lomas Coloradas,"""shale"""
59386,ETE,M. Carrano,Troodon,,23626,16510,1995,"Kakanaut, Lake Pekulnei",Russian Federation,Europe,estimated from map,75.74,N3,179.01,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Late/Upper Maastrichtian,,70.6,66.043,68.3215,68.05,65.5,66.775,70.6,66.043,68.3215,Kakanaut,sandstone
152271,,M. Carrano,Atrociraptor,,48570,48570,2013,Whitemud Creek,Canada,North America,based on nearby landmark,63.92,N3,-81.15,Cretaceous,Late/Upper Cretaceous,,,,,Late/Upper Campanian,Early/Lower Maastrichtian,84.9,66.043,75.4715,74.9,68.05,71.475,84.9,66.043,75.4715,Horseshore Canyon,not reported
76062,ETE,M. Carrano,Daspletosaurus,,25756,25756,2007,Danek Bonebed,Canada,North America,based on nearby landmark,61.19,N3,-84.23,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Early/Lower Maastrichtian,,70.6,66.043,68.3215,70.6,68.05,69.325,70.6,66.043,68.3215,Horseshoe Canyon,
51890,ETE,M. Carrano,Dromaeosaurus,,13817,23589,1987,Liscomb Quarry (TMM/UAM),United States,North America,estimated from map,83.9,N3,-113.73,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,Early/Lower Maastrichtian,84.9,66.043,75.4715,,,0,80.9,73.3,77.1,Prince Creek,sandstone
51893,ETE,M. Carrano,Dromaeosaurus,,13817,13817,2001,Byers Bed,United States,North America,estimated from map,84.06,N3,-112.96,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Campanian,Maastrichtian,84.9,66.043,75.4715,,,0,80.9,73.3,77.1,Prince Creek,siltstone
51889,ETE,M. Carrano,Dromaeosaurus,,13817,13817,2001,Kikak-Tegoseak Quarry,United States,North America,estimated from map,82.11,N3,-127.75,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Late/Upper Maastrichtian,,70.6,66.043,68.3215,68.05,65.5,66.775,68,71,69.5,Prince Creek,siltstone
51888,ETE,M. Carrano,Dromaeosaurus,,13817,13817,2001,Ninuluk,United States,North America,based on nearby landmark,76.52,N3,-57.63,Cretaceous,Early/Lower Cretaceous,,,,,Early/Lower Cretaceous,,145.5,99.7,122.6,,,0,145.5,99.7,122.6,,not reported
51889,ETE,M. Carrano,Nanuqsaurus,,50357,13817,2001,Kikak-Tegoseak Quarry,United States,North America,estimated from map,82.11,N3,-127.75,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Late/Upper Maastrichtian,,70.6,66.043,68.3215,68.05,65.5,66.775,68,71,69.5,Prince Creek,siltstone
46095,ETE,M. Carrano,Ornithomimus,,2997,2997,1967,"locality 11, Swan Hills",Canada,North America,stated in text,63.09,N3,-84.77,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,,sandstone
89605,ETE,M. Carrano,Richardoestesia,,30044,30044,2009,"Kleskun Hill Park, site B",Canada,North America,estimated from map,63.79,N3,-80.76,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,74.9,70.6,72.75,84.9,70.6,77.75,Wapiti,sandstone
152271,,M. Carrano,Richardoestesia,,48570,48570,2013,Whitemud Creek,Canada,North America,based on nearby landmark,63.92,N3,-81.15,Cretaceous,Late/Upper Cretaceous,,,,,Late/Upper Campanian,Early/Lower Maastrichtian,84.9,66.043,75.4715,74.9,68.05,71.475,84.9,66.043,75.4715,Horseshore Canyon,not reported
22699,ETE,A. Behrensmeyer,Saurornitholestes,,32668,5710,1988,Pipestone Creek Bonebed (RTMP),Canada,North America,based on nearby landmark,63.75,N3,-81.64,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,74.9,70.6,72.75,84.9,70.6,77.75,Wapiti,siltstone
89605,ETE,M. Carrano,Saurornitholestes,,30044,30044,2009,"Kleskun Hill Park, site B",Canada,North America,estimated from map,63.79,N3,-80.76,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,74.9,70.6,72.75,84.9,70.6,77.75,Wapiti,sandstone
51891,ETE,M. Carrano,Saurornitholestes,,13817,13817,2001,Old Bone Beach,United States,North America,estimated from map,82.87,N3,-117.5,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Campanian,Maastrichtian,84.9,66.043,75.4715,,,0,81.3,76.2,78.75,Prince Creek,siltstone
76062,ETE,M. Carrano,Saurornitholestes,,25756,25756,2007,Danek Bonebed,Canada,North America,based on nearby landmark,61.19,N3,-84.23,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Early/Lower Maastrichtian,,70.6,66.043,68.3215,70.6,68.05,69.325,70.6,66.043,68.3215,Horseshoe Canyon,
22699,ETE,A. Behrensmeyer,Troodon,,32668,5710,1988,Pipestone Creek Bonebed (RTMP),Canada,North America,based on nearby landmark,63.75,N3,-81.64,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,74.9,70.6,72.75,84.9,70.6,77.75,Wapiti,siltstone
89605,ETE,M. Carrano,Troodon,,30044,30044,2009,"Kleskun Hill Park, site B",Canada,North America,estimated from map,63.79,N3,-80.76,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,74.9,70.6,72.75,84.9,70.6,77.75,Wapiti,sandstone
89604,ETE,M. Carrano,Troodon,,30044,30044,2009,"Kleskun Hill Park, site A",Canada,North America,estimated from map,63.8,N3,-80.76,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,74.9,70.6,72.75,84.9,70.6,77.75,Wapiti,mudstone
47787,PaleoDB,J. Head,Troodon,,12790,12790,1987,Colville River dinosaurs,United States,North America,estimated from map,83.2,N3,-109.94,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,,,0,71.4,71.2,71.3,Prince Creek,siltstone
51890,ETE,M. Carrano,Troodon,,13817,23589,1987,Liscomb Quarry (TMM/UAM),United States,North America,estimated from map,83.9,N3,-113.73,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,Early/Lower Maastrichtian,84.9,66.043,75.4715,,,0,80.9,73.3,77.1,Prince Creek,sandstone
51893,ETE,M. Carrano,Troodon,,13817,13817,2001,Byers Bed,United States,North America,estimated from map,84.06,N3,-112.96,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Campanian,Maastrichtian,84.9,66.043,75.4715,,,0,80.9,73.3,77.1,Prince Creek,siltstone
51889,ETE,M. Carrano,Troodon,,33795,13817,2001,Kikak-Tegoseak Quarry,United States,North America,estimated from map,82.11,N3,-127.75,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Late/Upper Maastrichtian,,70.6,66.043,68.3215,68.05,65.5,66.775,68,71,69.5,Prince Creek,siltstone
144539,PaleoDB,P. Mannion,Troodon,,48570,48570,2013,Calmar,Canada,North America,based on nearby landmark,61.1,N3,-78.65,Cretaceous,Late/Upper Cretaceous,,,,,Late/Upper Campanian,Early/Lower Maastrichtian,84.9,66.043,75.4715,74.9,68.05,71.475,84.9,66.043,75.4715,Horseshoe Canyon,not reported
152271,,M. Carrano,Troodon,,48570,48570,2013,Whitemud Creek,Canada,North America,based on nearby landmark,63.92,N3,-81.15,Cretaceous,Late/Upper Cretaceous,,,,,Late/Upper Campanian,Early/Lower Maastrichtian,84.9,66.043,75.4715,74.9,68.05,71.475,84.9,66.043,75.4715,Horseshore Canyon,not reported
51892,ETE,M. Carrano,Troodon,,13817,13817,2001,Sling Point Quarry,United States,North America,estimated from map,82.87,N3,-117.5,Cretaceous,Late/Upper Cretaceous,,,,,Campanian,Maastrichtian,84.9,66.043,75.4715,,,0,84.9,66.043,75.4715,Prince Creek,siltstone
88975,ETE,M. Carrano,Troodon,,29821,29821,2009,Magical Mystery Bar,United States,North America,stated in text,83.3,N3,-115.41,Cretaceous,Late/Upper Cretaceous,,,,,Late/Upper Campanian,Early/Lower Maastrichtian,84.9,66.043,75.4715,74.9,68.05,71.475,84.9,66.043,75.4715,Prince Creek,mudstone
25195,PaleoDB,M. Carrano,Carcharodontosaurus,,7056,7056,1960,southwest of Egaro,Niger,Africa,estimated from map,-0.14,S1,4.18,Cretaceous,Early/Lower Cretaceous,,Albian,Cretaceous 4,Albian,Albian,,112.6,99.7,106.15,,,0,112.6,99.7,106.15,Elrhaz,sandstone
47151,ETE,M. Carrano,Ceratosaurus,,13300,12611,1915,Tendaguru quarry St,Tanzania,Africa,based on nearby landmark,-29.39,S1,16.68,Jurassic,Late/Upper Jurassic,,Kimmeridgian,Jurassic 6,Kimmeridgian,Late/Upper Kimmeridgian,,155.7,150.8,153.25,153.25,150.8,152.025,155.7,150.8,153.25,Tendaguru,marl
48386,ETE,M. Carrano,Elaphrosaurus,,12615,12615,1929,Tendaguru quarry RD,Tanzania,Africa,based on nearby landmark,-29.87,S1,16.97,Jurassic,Late/Upper Jurassic,,Tithonian,Jurassic 6,Portlandian,Tithonian,,150.8,145.5,148.15,,,0,150.8,145.5,148.15,Tendaguru,marl
47146,ETE,M. Carrano,Elaphrosaurus,,12560,18585,1919,"Tendaguru quarry Ig, Kindope",Tanzania,Africa,based on nearby landmark,-29.36,S1,16.68,Jurassic,Late/Upper Jurassic,,Kimmeridgian,Jurassic 6,Kimmeridgian,Late/Upper Kimmeridgian,,155.7,150.8,153.25,153.25,150.8,152.025,155.7,150.8,153.25,Tendaguru,siltstone
47153,ETE,M. Carrano,Elaphrosaurus,,12561,12560,1925,Tendaguru quarry dd,Tanzania,Africa,based on nearby landmark,-29.36,S1,16.69,Jurassic,Late/Upper Jurassic,,Kimmeridgian,Jurassic 6,Kimmeridgian,Late/Upper Kimmeridgian,,155.7,150.8,153.25,153.25,150.8,152.025,155.7,150.8,153.25,Tendaguru,marl
49820,ETE,M. Carrano,Megalosaurus,,13386,38687,1927,Tendaguru quarry M 2,Tanzania,Africa,estimated from map,-29.87,S1,16.98,Jurassic,Late/Upper Jurassic,,Tithonian,Jurassic 6,Portlandian,Tithonian,,150.8,145.5,148.15,,,0,150.8,145.5,148.15,Tendaguru,sandstone
47155,ETE,M. Carrano,Ostafrikasaurus,,46348,12560,1925,Tendaguru quarry Om,Tanzania,Africa,based on nearby landmark,-29.87,S1,16.97,Jurassic,Late/Upper Jurassic,,Tithonian,Jurassic 6,Portlandian,Tithonian,,150.8,145.5,148.15,,,0,150.8,145.5,148.15,Tendaguru,marl
135809,ETE,M. Carrano,Spinosaurus,,43455,43455,1986,Lokitaung Gorge (general),Kenya,Africa,stated in text,-18.49,S1,21.96,Cretaceous,Early/Lower Cretaceous,,,,,Early/Lower Cretaceous,,145.5,99.7,122.6,,,0,145.5,99.7,122.6,Lubur Sandstone,sandstone
38918,PaleoDB,M. Carrano,Spinosaurus,,12527,12564,1987,"KB-6, Koum Basin (=KB)",Cameroon,Africa,estimated from map,-8.23,S1,5.27,Cretaceous,Early/Lower Cretaceous,,,,,Aptian,Albian,125.45,99.7,112.575,,,0,125.45,99.7,112.575,Koum,sandstone
26373,ETE,M. Carrano,Coeluroides,n. gen.,7271,13766,1919,"Carnosaur Bed, Bara Simla",India,Asia,based on nearby landmark,-24.71,S1,63.21,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Lameta,sandstone
26373,ETE,M. Carrano,Compsosuchus,n. gen.,7271,13766,1919,"Carnosaur Bed, Bara Simla",India,Asia,based on nearby landmark,-24.71,S1,63.21,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Lameta,sandstone
68621,ETE,M. Carrano,Dilophosaurus,,25610,25318,1969,"Krishnapur north (ISI R257, 260)",India,Asia,stated in text,-28.17,S1,34.13,Jurassic,Early/Lower Jurassic,,Sinemurian,Jurassic 1,Sinemurian,Sinemurian,,196.5,189.6,193.05,,,0,196.5,189.6,193.05,Upper Dharmaram,mudstone
26373,ETE,M. Carrano,Dryptosauroides,n. gen.,7271,13766,1919,"Carnosaur Bed, Bara Simla",India,Asia,based on nearby landmark,-24.71,S1,63.21,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Lameta,sandstone
26373,ETE,M. Carrano,Indosaurus,,7271,13766,1919,"Carnosaur Bed, Bara Simla",India,Asia,based on nearby landmark,-24.71,S1,63.21,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Lameta,sandstone
26373,ETE,M. Carrano,Indosuchus,,7271,13766,1919,"Carnosaur Bed, Bara Simla",India,Asia,based on nearby landmark,-24.71,S1,63.21,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Lameta,sandstone
26373,ETE,M. Carrano,Jubbulpuria,n. gen.,7271,13766,1919,"Carnosaur Bed, Bara Simla",India,Asia,based on nearby landmark,-24.71,S1,63.21,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Lameta,sandstone
26373,ETE,M. Carrano,Laevisuchus,,7271,13766,1919,"Carnosaur Bed, Bara Simla",India,Asia,based on nearby landmark,-24.71,S1,63.21,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Lameta,sandstone
26373,ETE,M. Carrano,Lametasaurus,aff.,7271,13766,1919,"Carnosaur Bed, Bara Simla",India,Asia,based on nearby landmark,-24.71,S1,63.21,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Lameta,sandstone
26373,ETE,M. Carrano,Ornithomimoides,n. gen.,7271,13766,1919,"Carnosaur Bed, Bara Simla",India,Asia,based on nearby landmark,-24.71,S1,63.21,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Lameta,sandstone
26373,ETE,M. Carrano,Ornithomimoides,,7271,13766,1919,"Carnosaur Bed, Bara Simla",India,Asia,based on nearby landmark,-24.71,S1,63.21,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Lameta,sandstone
26373,ETE,M. Carrano,Orthogoniosaurus,n. gen.,10517,13766,1919,"Carnosaur Bed, Bara Simla",India,Asia,based on nearby landmark,-24.71,S1,63.21,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Lameta,sandstone
95807,ETE,M. Carrano,Rahiolisaurus,,34249,33029,1996,Rahioli Village,India,Asia,stated in text,-22.15,S1,57.18,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Lameta,mudstone
34725,PaleoDB,M. Carrano,Rajasaurus,,9208,10324,1985,"Temple Hill, Rahioli (cgl)",India,Asia,stated in text,-22.15,S1,57.18,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Lameta,conglomerate
79665,ETE,M. Carrano,Vitakridrinda,,26765,26765,2006,"Mari Bohri, DL-15 (Vitakri)",Pakistan,Asia,based on nearby landmark,-14.64,S1,57.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Pab,claystone
79666,ETE,M. Carrano,Vitakridrinda,,26765,28187,2003,"Alam Kali Kakor, DL-19 (Vitakri)",Pakistan,Asia,based on nearby landmark,-14.64,S1,57.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Pab,claystone
53153,ETE,M. Carrano,Vitakridrinda,,26765,26721,2001,"Shalghara Kali Kakor, DL-3 (Vitakri)",Pakistan,Asia,based on nearby landmark,-14.63,S1,57.32,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Pab,not reported
78055,ETE,M. Carrano,Vitakridrinda,,26765,37333,2000,"Sangiali Kali Kakor, DL-1 (Vitakri)",Pakistan,Asia,stated in text,-14.63,S1,57.36,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Pab,"""shale"""
79664,ETE,M. Carrano,Vitakridrinda,,26765,26765,2006,"Bor Kali Kakor, DL-2 (Vitakri)",Pakistan,Asia,stated in text,-14.63,S1,57.36,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Pab,"""shale"""
51693,ETE,M. Carrano,Angaturama,,13765,13765,1996,"Angaturama type, Chapada do Araripe",Brazil,South America,estimated from map,-12.2,S1,-10.63,Cretaceous,Early/Lower Cretaceous,,Albian,Cretaceous 4,Albian,Albian,,112.6,99.7,106.15,,,0,112.6,99.7,106.15,Santana,mudstone
56365,ETE,M. Carrano,Carcharodontosaurus,,15184,15184,2002,"Laje do Coringa, Ilha do Cajual",Brazil,South America,stated in text,-9.64,S1,-18.79,Cretaceous,,,,,,Late/Upper Albian,Early/Lower Cenomanian,105.3,94.3,99.8,103.733,97.567,100.65,105.3,94.3,99.8,Alcântara,sandstone
56365,ETE,M. Carrano,Carcharodontosaurus,,53517,15184,2002,"Laje do Coringa, Ilha do Cajual",Brazil,South America,stated in text,-9.64,S1,-18.79,Cretaceous,,,,,,Late/Upper Albian,Early/Lower Cenomanian,105.3,94.3,99.8,103.733,97.567,100.65,105.3,94.3,99.8,Alcântara,sandstone
28052,PaleoDB,M. Carrano,Irritator,,7683,7683,1996,"Buxéxé, Santana do Cariri",Brazil,South America,based on nearby landmark,-12.2,S1,-10.63,Cretaceous,Early/Lower Cretaceous,,Albian,Cretaceous 4,Albian,Albian,,112.6,99.7,106.15,,,0,112.6,99.7,106.15,Santana,mudstone
28050,PaleoDB,M. Carrano,Mirischia,?,11791,7682,2000,Araripina region (general),Brazil,South America,based on nearby landmark,-12.59,S1,-11.93,Cretaceous,Early/Lower Cretaceous,,Albian,Cretaceous 4,Albian,Albian,,112.6,99.7,106.15,,,0,112.6,99.7,106.15,Santana,mudstone
13307,ETE,J. Hunter,Noasaurus,,11730,55175,1977,"Estancia ""El Brete"" (PVL)",Argentina,South America,based on nearby landmark,-28.62,S1,-52.05,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Early/Lower Maastrichtian,,70.6,66.043,68.3215,70.6,68.05,69.325,70.6,66.043,68.3215,Lecho,sandstone
